Intersection,Latitude,Longitude,District,County,AnnualEst,logAnnualEst,PopT,WalkComT,HseHldT,PrincArt,MinorArt,Collector,Int4way,SchoolsT,Signal,MaxSlope,EmpSF_T,EmpT,StMetersT,StSegT
VETERAN AVENUE & WILSHIRE BOULEVARD,34.057721,-118.447715,7,Los Angeles,875751,13.68283708,504.9332272,94.47420477,227.731016,1,1,0,1,0,1,0.0204,1171250,3986,8215.474524,91
SAN VICENTE BOULEVARD&FEDERAL AVENUE / WILSHIRE BOULEVARD,34.06411,-118.3718077,7,Los Angeles,468018,13.05626204,309.6240237,3.691350399,132.2415192,2,0,0,1,0,1,0.0042,1098750,1066,11266.31903,126
BARRINGTON AVENUE & WILSHIRE BOULEVARD,34.049514,-118.46079,7,Los Angeles,1150581,13.95577759,1102.00442,100.9302141,585.1577433,1,1,0,0,0,1,0.0067,2427500,2879,10333.16269,125
BROCKTON AVENUE & WILSHIRE BOULEVARD,34.045968,-118.465168,7,Los Angeles,998214,13.81372296,539.3617089,10.46015142,294.4927942,1,0,0,0,0,1,0.0239,360000,662,13503.07789,142
BUNDY DRIVE & WILSHIRE BOULEVARD,34.044101,-118.467472,7,Los Angeles,2106932,14.56074342,676.5446987,13.05365582,372.1589394,1,1,0,1,0,1,0.0312,2875000,2558,14261.88363,157
BUNDY DRIVE & TEXAS AVENUE,34.042928,-118.466095,7,Los Angeles,373084,12.82955888,878.9552749,15.59823105,494.7019393,0,1,1,1,0,1,0.0136,1625000,1360,14219.64305,174
ORANGE DRIVE & SANTA MONICA BOULEVARD,34.090703,-118.341604,7,Los Angeles,358577,12.7898987,296.9463145,14.35056539,165.5834468,1,0,0,1,0,1,0.0143,361250,640,9342.822571,76
LA BREA AVENUE & SANTA MONICA BOULEVARD,34.090701,-118.344035,7,Los Angeles,2864334,14.86784642,376.6295702,10.8552076,219.3562123,2,0,0,1,0,1,0.0174,613750,1078,8528.95412,65
4TH STREET & TOWNSEND STREET,37.7771019,-122.3949975,4,San Francisco,12292392,16.32449109,396.7706782,49.9482772,186.967265,1,0,1,1,0,1,0.0108,1532500,2704,10224.31106,114
HIGHLAND AVENUE & SELMA AVENUE,34.099703,-118.338676,7,Los Angeles,713415,13.47781858,455.81486,81.69479197,233.2913012,1,0,1,0,1,0,0.0271,95000,281,8234.544794,83
LA BREA AVENUE & ROMAINE STREET,34.088893,-118.344059,7,Los Angeles,492865,13.10799058,335.1219504,14.40839418,179.4093112,1,0,1,1,0,1,0.0175,66250,405,8750.364102,64
FORMOSA AVENUE & SANTA MONICA BOULEVARD,34.090712,-118.346227,7,Los Angeles,804299,13.59772637,412.5202088,9.569859133,240.5688921,1,0,0,1,0,1,0.0217,266250,355,8095.729655,63
FAIRFAX AVENUE & NORTON AVENUE,34.09183,-118.361493,7,Los Angeles,414292,12.93432632,853.708133,15.00620561,431.1933206,1,0,0,0,0,1,0.0384,358750,681,10860.13346,94
FAIRFAX AVENUE & SANTA MONICA BOULEVARD,34.090808,-118.361356,7,Los Angeles,3200054,14.97867824,661.4935568,20.93660596,347.6269419,2,0,0,0,1,1,0.0324,535000,907,10187.97032,95
LA CIENEGA BOULEVARD & FOUNTAIN AVENUE,34.092596,-118.376262,7,Los Angeles,241432,12.39434314,592.8238534,16.72338276,407.6809398,1,1,0,0,0,1,0.1348,68750,421,8966.59733,122
LA CIENEGA BOULEVARD & HOLLOWAY DRIVE,34.09064,-118.376254,7,Los Angeles,620010,13.33749089,588.1593767,16.39035551,433.8269125,1,1,0,1,0,1,0.0756,298750,407,9071.608499,117
LA CIENEGA BOULEVARD & SANTA MONICA BOULEVARD,34.08951,-118.376244,7,Los Angeles,1922890,14.46933982,517.2155523,12.63924479,370.9399163,2,0,0,1,0,1,0.0624,353750,501,10200.89044,127
LA CIENEGA BOULEVARD & OAKWOOD AVENUE,34.078126,-118.376581,7,Los Angeles,402864,12.90635432,174.8252504,2.80407469,87.59562572,1,0,0,1,0,1,0.0083,165000,391,10932.42552,129
LA CIENEGA BOULEVARD & BERVELY BOULEVARD,34.076037,-118.376589,7,Los Angeles,2212875,14.60980313,297.6527289,14.88349324,152.9204464,2,0,0,1,0,1,0.0085,3853750,2119,11268.3924,135
SAN VICENTE BOULEVARD & SANTA MONICA BOULEVARD,34.085308,-118.384313,7,Los Angeles,2251467,14.62709256,607.4872869,30.70987185,380.3162419,0,1,0,1,0,0,0.0518,355000,804,10909.83637,132
ROBERTSON BOULEVARD & SANTA MONICA BOULEVARD,34.08389,-118.38555,7,Los Angeles,1203268,14.00055175,401.6976744,7.599202211,256.8120135,1,0,0,1,0,1,0.0374,426250,943,11545.94032,155
26TH STREET & WILSHIRE BOULEVARD,34.036011,-118.477445,7,Los Angeles,1015302,13.83069666,473.4827724,12.31719624,218.9466268,2,0,0,1,0,1,0.0452,656250,736,12282.31184,163
26TH STREET & ARIZONA AVENUE,34.034633,-118.475834,7,Los Angeles,435739,12.98479872,620.2738238,15.01212775,299.5601855,1,0,1,1,0,0,0.0361,1250,29,12714.98521,164
20TH STREET & WILSHIRE BOULEVARD,34.031398,-118.483142,7,Los Angeles,783192,13.57113316,450.3351744,7.858548556,204.2661099,1,1,0,1,1,1,0.0272,1105000,1455,11928.72933,135
17TH STREET & WILSHIRE BOULEVARD,34.029085,-118.485998,7,Los Angeles,667154,13.41077618,517.6112684,11.41754174,240.7574163,1,0,1,1,1,1,0.0174,292500,474,11570.91433,109
16TH STREET & WILSHIRE BOULEVARD,34.028314,-118.486958,7,Los Angeles,481300,13.08424606,533.9822054,18.72616807,263.2722166,1,0,0,1,0,0,0.0191,456250,3744,11566.85414,110
14TH STREET & WILSHIRE BOULEVARD,34.02679,-118.488845,7,Los Angeles,1600027,14.28553106,552.3514463,27.07347148,288.745055,1,1,0,1,0,1,0.0226,365000,1424,11801.78361,109
5TH STREET & WILSHIRE BOULEVARD,34.019882,-118.49736,7,Los Angeles,1871460,14.44222943,682.5457158,44.93258743,465.8525325,1,1,0,1,0,1,0.0221,812500,1411,11255.39952,105
4TH STREET & CALIFORNIA AVENUE,34.0204691,-118.4999455,7,Los Angeles,981445,13.79678126,835.1053347,33.78411783,520.2420515,0,1,0,1,0,1,0.0188,256250,511,11939.68907,106
4TH STREET & WILSHIRE BOULEVARD,34.0191,-118.49838,7,Los Angeles,3361486,15.0278937,588.6947443,29.51328746,384.3784656,1,1,0,1,1,1,0.0206,1793750,2323,10913.5209,98
3RD STREET & WILSHIRE BOULEVARD,34.018353,-118.499234,7,Los Angeles,2585758,14.76552925,481.6287789,21.21505846,315.3758748,1,0,0,1,0,1,0.0217,1696250,2131,11869.54944,88
VETERAN AVENUE & OHIO AVENUE,34.05249,-118.443206,7,Los Angeles,593481,13.29376048,638.2965375,41.96743841,343.712975,0,2,0,1,0,1,0.0135,13750,41,7964.596582,63
SEPULVEDA BOULEVARD & OHIO AVENUE,34.050387,-118.446651,7,Los Angeles,585872,13.28085662,563.2066486,29.96183518,274.0180496,1,1,0,1,0,1,0.0184,398750,1572,11757.37067,117
SAWTELLE BOULEVARD & OHIO AVENUE,34.048365,-118.450037,7,Los Angeles,397175,12.89213227,299.5724235,7.382595403,144.2673216,1,1,0,1,0,1,0.0212,136250,372,13111.12337,139
CRENSHAW BLVD. & 52ND STREET,33.994963,-118.331003,7,Los Angeles,230916,12.34980929,197.7770657,1.005269309,72.49089929,0,0,0,1,2,0,0.0363,145000,216,8966.325124,68
CRENSHAW BLVD. & 50TH STREET,33.99774,-118.330676,7,Los Angeles,268133,12.49923841,193.0388554,1.745023426,73.72057765,1,0,0,1,1,0,0.0539,15000,54,9176.340728,73
CRENSHAW BLVD. & 57TH STREET,33.990868,-118.330906,7,Los Angeles,530346,13.1812849,228.8191248,0.485333494,78.35389933,1,0,0,1,1,0,0.0271,121250,189,8689.306458,73
CRENSHAW BLVD. & SLAUSON AVENUE,33.989011,-118.330601,7,Los Angeles,2408545,14.69453339,289.2087382,1.180392762,119.5683144,1,0,0,0,1,1,0.0266,223750,334,10033.46686,87
LAS PALMAS AVENUE & FRANKLIN AVE,34.105181,-118.336069,7,Los Angeles,210341,12.25648531,776.3395918,7.979212171,540.6710184,0,1,0,0,0,0,0.1029,151250,168,9763.439521,105
CHEROKEE AVENUE & FRANKLIN AVE,34.105189,-118.334766,7,Los Angeles,198071,12.19638084,785.182241,33.92216333,548.2600984,0,1,0,0,0,0,0.1051,12500,63,9195.314899,105
CAHUENGA BOULEVARD & FRANKLIN AVE,34.105245,-118.330406,7,Los Angeles,534617,13.18930588,793.162588,50.79502118,356.4413966,1,1,0,1,0,1,0.0325,78750,183,12143.19212,174
CHEROKEE AVENUE & HOLLYWOOD BOULEVARD,34.10157,-118.334749,7,Los Angeles,3201572,14.9791525,695.520644,62.25798613,470.927607,1,0,0,0,0,0,0.0175,411250,689,8286.224628,82
HIGHLAND AVENUE & FRANKLIN AVENUE,34.10517,-118.33747,7,Los Angeles,540615,13.20046266,531.3484084,1.250580046,367.4543303,1,1,0,0,0,1,0.039,192500,175,9017.404623,89
LA BREA AVENUE & HOLLYWOOD BOULEVARD,34.1016,-118.34521,7,Los Angeles,1776497,14.39015401,1123.944111,63.82033999,705.3199085,1,1,0,1,0,1,0.0432,1115000,1691,8919.170106,88
HIGHLAND AVENUE & HOLLYWOOD BOULEVARD,34.10154,-118.3387,7,Los Angeles,10042144,16.1223012,689.1564575,87.03561696,417.8872575,2,0,0,1,0,1,0.025,2482500,2938,7990.896999,77
LAS PALMAS AVENUE & HOLLYWOOD BOULEVARD,34.101561,-118.336137,7,Los Angeles,4622770,15.34650465,734.7693443,85.80864267,471.5346497,1,0,0,1,0,0,0.0266,617500,1060,7988.536343,82
BEVERLY DRIVE & SANTA MONICA BOULEVARD (N),34.0771606,-118.3956064,7,Los Angeles,561950,13.23916816,338.8259868,4.487311312,148.929193,1,0,0,0,0,1,0.0268,211250,577,14538.61382,140
S. PARKVIEW STREET & 7TH STREET,34.0581117,-118.2805281,7,Los Angeles,818861,13.61566963,1173.528391,22.98445106,460.904699,0,1,1,0,1,0,0.0321,252500,355,9092.470533,109
S. PARKVIEW STREET & 8TH STREET,34.0562534,-118.2809685,7,Los Angeles,645878,13.37836591,1517.699609,37.78532524,493.9886676,0,1,0,0,0,0,0.0277,182500,340,8623.172989,108
S. GRANDVIEW STREET & 7TH STREET,34.0574231,-118.2789593,7,Los Angeles,1390765,14.14536451,1169.706644,25.91690385,406.8990568,0,1,0,0,1,0,0.0218,233750,707,8644.181344,91
S. GRANDVIEW STREET & 8TH STREET,34.0558089,-118.2799824,7,Los Angeles,1260787,14.04724669,1583.685204,39.8050223,504.9050437,0,1,0,1,0,0,0.043,231250,399,7928.574302,95
CAHUENGA BOULEVARD & PILGRIMAGE BRIDGE/CAHUENGA TERRACE,34.114602,-118.335872,7,Los Angeles,36878,10.51537047,72.47383922,0.181623406,39.85249125,0,0,0,0,0,1,0.1166,25000,20,9827.049726,83
BARHAM BOULEVARD & CAHUENGA BOULEVARD W,34.12846,-118.3472,7,Los Angeles,23468,10.06339311,146.9605173,1.518096891,74.44131615,2,0,0,0,0,0,0.0574,223750,208,13657.47613,135
101 OFF RAMPS & CAHUENGA BOULEVARD/ODIN,34.111293,-118.333964,7,Los Angeles,124603,11.73288797,225.240257,7.150717805,151.4656897,2,0,0,0,0,1,0.0279,6250,9,11577.8632,145
BUDDY HOLLY&CAHUENGA BOULEVARD E / BARHAM BOULEVARD,34.129029,-118.346764,7,Los Angeles,51406,10.8475102,139.5017302,0.793824349,70.27898225,1,0,0,0,0,1,0.1053,186250,171,13550.71254,138
CAHUENGA BOULEVARD & PILGRIMAGE BRIDGE,34.114407,-118.337084,7,Los Angeles,3352,8.11731276,94.45115556,0.42660727,59.14955909,1,0,0,0,0,0,0.0471,25000,20,7638.72137,76
TELEGRAPH AVENUE & 20TH STREET,37.809572,-122.269583,4,Alameda,1692328,14.34161565,578.9833096,26.25206774,352.5459368,1,1,0,1,0,1,0.0158,570000,1849,12025.83278,194
JACKSON STREET & 6TH STREET,37.796537,-122.268647,4,Alameda,246014,12.41314373,521.5963138,71.0295383,250.925318,0,0,0,0,0,1,0.0216,83750,125,16475.22787,333
OAKLAND AVENUE & SANTA CLARA AVENUE,37.819139,-122.253449,4,Alameda,317311,12.66763765,863.7338376,26.81637444,480.9211883,1,0,0,1,0,1,0.1311,53750,75,14178.58787,206
NORTH CATARACT AVENUE & EAST BONITA AVENUE,34.106756,-117.811469,7,Los Angeles,151479,11.92820229,12.09030372,0.081737265,3.841651436,0,1,1,1,0,0,0.0275,16250,75,10227.73346,118
NORTH MONTE VISTA AVENUE & EAST BONITA AVENUE,34.106659,-117.809311,7,Los Angeles,210070,12.25519609,4.982796826,0.033686514,1.583266146,0,1,0,1,0,0,0.0139,197500,336,10677.20608,133
SAN DIMAS AVENUE & WEST ARROW HIGHWAY,34.103111,-117.807116,7,Los Angeles,70023,11.15657905,120.9510927,1.194165959,43.0375937,1,1,0,1,0,0,0.0387,168750,218,8423.529556,99
WALNUT AVENUE & EAST BONITA AVENUE,34.106659,-117.802749,7,Los Angeles,311533,12.64926055,43.58773455,0.351553873,16.70511204,0,1,1,1,0,1,0.0218,127500,665,7526.945373,83
SOUTH WALNUT AVENUE & EAST ARROW HIGHWAY,34.10296,-117.802745,7,Los Angeles,71452,11.17678119,103.3491324,1.269060721,39.81678011,1,0,1,1,0,0,0.0154,143750,383,4613.766674,36
NORTH SAN DIMAS CANYON ROAD & EAST BONITA AVENUE,34.106662,-117.794063,7,Los Angeles,150307,11.92043515,203.0974915,1.877281526,79.07062778,1,1,0,1,1,0,0.0138,13750,66,5690.654789,51
SOUTH SAN DIMAS CANYON ROAD & EAST ARROW HIGHWAY,34.101887,-117.793932,7,Los Angeles,114330,11.64684429,112.5863043,2.300185226,32.8735915,1,0,0,1,0,0,0.0243,28750,40,8362.926899,69
WHEELER AVENUE & 3RD STREET,34.103058,-117.780049,7,Los Angeles,74310,11.21600082,114.6510042,1.652850285,34.94438437,0,1,1,1,0,0,0.0051,0,4,11677.71131,114
WHEELER AVENUE & ARROW HWY,34.100213,-117.781041,7,Los Angeles,25724,10.15517973,105.578402,2.633520053,27.26769724,1,0,0,0,0,0,0.0205,56250,208,8684.976626,85
A STREET & ARROW HWY,34.099292,-117.777147,7,Los Angeles,34299,10.44287151,100.7220917,3.186642067,24.04099585,1,0,0,1,0,0,0.0195,66250,76,8947.147628,100
D STREET & 3RD STREET,34.100498,-117.770159,7,Los Angeles,538781,13.19706446,151.4893324,3.810438008,49.12219777,0,1,1,1,0,0,0.0129,121250,505,11999.29832,144
D STREET & 1ST STREET,34.098259,-117.771022,7,Los Angeles,65025,11.08252711,132.365482,3.501594288,40.18871896,0,1,0,1,0,0,0.0124,15000,106,8829.495864,108
E STREET & ARROW HWY,34.097313,-117.769379,7,Los Angeles,114330,11.64684429,166.6336358,3.842671014,57.67587008,1,0,1,1,0,0,0.0114,3750,2068,9133.504489,104
WHITE AVENUE & 3RD STREET,34.09858,-117.762881,7,Los Angeles,88892,11.39517744,191.0790263,4.022319198,68.93126655,0,1,0,1,0,0,0.0145,1250,14,11276.56042,104
WHITE AVENUE & 2ND STREET,34.097594,-117.763246,7,Los Angeles,71687,11.18006471,187.7635358,4.052980561,68.45852621,0,1,0,1,0,0,0.0127,2500,72,11601.23185,106
WHITE AVENUE & 1ST STREET,34.097105,-117.763428,7,Los Angeles,58783,10.98160799,187.7635369,4.052980585,68.45852661,0,1,0,1,0,0,0.0113,1250,79,10912.63523,100
WHITE AVENUE & SIERRA WAY,34.094964,-117.764115,7,Los Angeles,58783,10.98160799,187.7635306,4.052980449,68.45852432,0,1,0,0,0,0,0.0253,5000,121,7198.875802,67
WHITE AVENUE & ARROW HWY,34.094304,-117.764353,7,Los Angeles,116134,11.66249998,187.76354,4.052980652,68.45852774,1,1,0,1,0,0,0.021,5000,121,6949.109802,66
D STREET & BONITA AVENUE,34.10149,-117.76979,7,Los Angeles,421592,12.9517933,185.0446667,4.708516862,62.31605905,1,1,0,1,0,0,0.0127,1.00E+05,505,10859.34495,134
WHITE AVENUE & FOOTHILL BOULEVARD,34.112088,-117.76156,7,Los Angeles,217227,12.28869817,193.1665784,0.693409531,68.76412853,1,1,0,0,0,0,0.0267,380000,411,7464.797858,91
WHITE AVENUE & BONITA AVENUE,34.099598,-117.762478,7,Los Angeles,123302,11.72239192,209.3201657,3.823522167,71.46685101,1,1,0,1,0,0,0.0163,1250,17,11936.56048,109
LA VERNE AVENUE & ARROW HWY,34.090546,-117.758804,7,Los Angeles,54306,10.90239002,108.5794193,2.220504431,40.04097656,1,1,0,0,0,0,0.0046,0,5,9468.844535,106
FULTON ROAD & BONITA AVENUE,34.098125,-117.756861,7,Los Angeles,34410,10.44610253,230.4297746,2.16219727,73.19223463,1,0,0,0,0,0,0.0134,6250,36,8050.237809,78
FULTON ROAD & ARROW HWY,34.089966,-117.756134,7,Los Angeles,50181,10.82339177,150.9856177,1.136600373,47.42898971,1,0,0,1,0,0,0.0188,0,0,10466.79001,119
GAREY AVENUE & BONITA AVENUE,34.096237,-117.748581,7,Los Angeles,227219,12.33366959,252.0016276,0.295730484,90.51917961,0,2,0,1,0,0,0.0182,105000,91,7017.357017,52
GAREY AVENUE & SANTA FE STREET,34.093475,-117.748581,7,Los Angeles,118611,11.68360452,190.1881427,0.07909939,59.12987133,0,1,0,0,0,0,0.0199,10000,35,7345.544367,72
GAREY AVENUE & ARROW HWY,34.089989,-117.749313,7,Los Angeles,251513,12.43524996,89.65565031,0,25.39233366,1,1,0,1,0,0,0.0224,167500,239,10555.92034,118
GAREY AVENUE & HARRISON AVENUE,34.099213,-117.748581,7,Los Angeles,112895,11.63421347,259.784952,0.144916936,81.77500208,0,1,0,1,0,0,0.018,1250,14,8157.934646,52
GRAND AVENUE & TEMPLE AVENUE,34.043086,-117.847615,7,Los Angeles,357351,12.78647377,87.19963078,0.262425561,25.16113034,2,0,0,1,0,1,0.011,48750,94,7364.60194,75
SOUTH CAMPUS DRIVE & TEMPLE AVENUE,34.050186,-117.816612,7,Los Angeles,1089715,13.90142675,135.5247217,9.140081898,21.24768135,1,1,0,0,0,1,0.0138,427500,3674,5621.232604,58
SR 57 SOUTHBOUND OFF-RAMP & TEMPLE AVENUE,34.045219,-117.802522,7,Los Angeles,14946,9.612199051,45.89639165,0.876156009,13.80692277,0,0,0,0,0,0,0.04,317500,408,8202.21378,92
SR 57 NORTHBOUND OFF-RAMP & TEMPLE AVENUE,34.041903,-117.799421,7,Los Angeles,8152,9.006018698,108.3696951,0.36585345,41.91511493,0,0,0,0,0,0,0.0465,157500,211,12691.05092,158
ADMIRALTY WAY & BALI WAY,33.982011,-118.441711,7,Los Angeles,238737,12.38311781,66.3642847,0.069390534,38.61934442,0,1,0,1,0,0,0.0149,1393750,1286,7637.340549,73
ADMIRALTY WAY & FIJI WAY,33.977211,-118.438311,7,Los Angeles,70637,11.16530938,57.881818,0,34.7176517,0,2,0,0,0,1,0.0115,137500,176,5360.532683,47
ADMIRALTY WAY & MINDANAO WAY,33.979811,-118.440111,7,Los Angeles,679551,13.42918757,59.35960506,0,35.27417276,0,1,0,1,0,1,0.0198,943750,2037,7433.38026,64
AIRPORT BOULEVARD & ARBOR VITAE STREET/WESTCHESTER PARKWAY,33.952639,-118.385878,7,Los Angeles,160946,11.98882419,126.568887,0.818365898,50.30451897,1,1,0,1,0,1,0.0034,26250,477,5910.370155,64
AIRPORT BOULEVARD & CENTURY BOULEVARD,33.94556,-118.386045,7,Los Angeles,173464,12.06372537,3.721674781,0,1.290580771,1,0,0,1,0,1,0.0028,966250,1333,5743.590229,47
LA TIJERA BOULEVARD & AIRPORT BOULEVARD,33.965328,-118.385264,7,Los Angeles,52358,10.86586004,281.3628367,1.371933111,106.2940343,1,1,0,1,1,0,0.0249,111250,129,10493.47097,73
AIRPORT BOULEVARD & MANCHESTER AVENUE,33.959819,-118.385503,7,Los Angeles,125667,11.74139084,309.5490843,4.221751797,117.9370906,2,0,0,1,0,1,0.0117,97500,183,9773.729858,68
AVIATIO BOULEVARD & ARBOR VITAE STREET,33.952643,-118.377019,7,Los Angeles,127745,11.75779138,155.8512331,1.096416464,44.38068393,1,1,0,1,0,1,0.0026,13750,211,7487.821705,70
INGLEWOOD AVENUE & ARBOR VITAE STREET,33.952697,-118.36152,7,Los Angeles,274892,12.52413358,637.7609002,3.64069369,175.8047523,0,2,0,1,0,0,0.0035,42500,115,10328.19637,115
LA BREA AVENUE & ARBOR VITAE STREET,33.952708,-118.352557,7,Los Angeles,344083,12.74863819,783.1165705,18.74684196,260.5653539,1,1,0,1,1,0,0.0168,91250,178,10601.26811,93
LA CIENEGA BOULEVARD & ARBOR VITAE STREET,33.952672,-118.370057,7,Los Angeles,71995,11.18435197,284.9699133,5.584005673,84.80847092,1,1,0,1,0,1,0.0671,253750,182,16445.63107,154
AVIATION BOULEVARD & CENTURY BOULEVARD,33.945333,-118.378465,7,Los Angeles,483733,13.08928838,72.91450704,0.822214982,31.59824197,2,0,0,1,0,0,0.0044,155000,296,8471.106928,72
AVIATION BOULEVARD & EL SEGUNDO BOULEVARD,33.916384,-118.378459,7,Los Angeles,384912,12.86077002,24.87415888,0,8.398142339,2,0,0,1,0,0,0.01,106250,228,6013.926328,52
AVIATION BOULEVARD & IMPERIAL HIGHWAY,33.930905,-118.37842,7,Los Angeles,354826,12.77938281,0,0,0,2,0,0,0,0,0,0.0049,12500,162,9276.748835,162
AVIATION BLVD. & FLORENCE AVENUE / MANCHESTER AVENUE,33.959897,-118.377075,7,Los Angeles,118356,11.68145232,143.8196167,0.001483037,37.93026192,2,0,0,1,0,1,0.0067,248750,836,7357.213004,64
AVIATION BOULEVARD & ROSECRANS AVENUE,33.901905,-118.378701,7,Los Angeles,178586,12.09282556,90.39070094,0.725005968,36.71808519,2,0,0,1,0,0,0.0154,408750,716,7095.119217,57
AVIATION BOULEVARD & 111TH STREET,33.934509,-118.378448,7,Los Angeles,59840,10.99942963,0,0,0,1,1,0,0,0,0,0.0104,31250,594,5363.919545,56
AVIATION BOULEVARD & WEST 120TH STREET,33.923654,-118.378377,7,Los Angeles,110907,11.6164473,86.79579288,0.24923769,29.35350283,1,0,0,1,0,0,0.0043,47500,181,8738.494898,80
LINCOLN BOULEVARD & BAILI WAY,33.982445,-118.440847,7,Los Angeles,72425,11.19030684,103.3454937,0.317805196,58.04351177,1,0,0,0,0,0,0.0144,1137500,1161,8446.484212,74
Daves Avenue & Winchester Boulevard,37.2400856,-121.976865,4,Santa Clara,133468,11.80161704,95.54115819,0.074180756,37.4630232,0,1,1,0,0,1,0.0381,22500,72,5900.825601,58
Blossom Hill Road & Roberts Road West,37.2342702,-121.9730648,4,Santa Clara,403226,12.90725248,134.4736436,0.635621369,63.39490909,0,1,0,0,0,1,0.0319,115000,71,7084.944183,71
Union Avenue & Los Gatos Almaden Road,37.2434173,-121.9312611,4,Santa Clara,187029,12.13901897,230.896074,0,69.58970414,0,2,0,1,0,0,0.0143,158750,333,7880.201946,91
Anaheim Way/I-5 NB Ramp & Katella Ave,33.803442,-117.901411,12,Orange,66666,11.10745037,118.9455366,0.021827238,32.30559801,0,0,0,0,0,0,0.0199,1250,16,13225.77474,180
Bolsa Chica St & Bolsa Ave,33.7444197,-118.041678,12,Orange,18390,9.819562372,47.38133524,0.002131486,14.7990955,2,0,0,1,0,0,0.0104,40000,65,5556.644114,58
Bolsa Chica St & Warner Ave,33.7154037,-118.0414469,12,Orange,126436,11.74749154,332.7282171,0.419073858,154.1755019,1,1,0,1,0,0,0.0123,465000,590,8958.553116,112
Pacific Coast Hwy & Warner Ave,33.7115411,-118.0630625,12,Orange,93760,11.44849362,141.5925638,1.030441422,64.14491694,1,0,0,1,0,1,0.0074,97500,140,5473.947069,58
Jamboree Rd & I-405 NB Ramps,33.678635,-117.841856,12,Orange,18390,9.819562372,33.38596595,0.507067467,17.49785197,0,0,0,0,0,0,0.0194,146250,368,12667.58595,132
State College Blvd & SR-91 EB Ramps,33.853516,-117.889162,12,Orange,101149,11.52434997,372.031308,2.596258379,88.74477477,0,0,0,1,0,1,0.0042,0,0,11908.08336,133
Jamboree Rd & I-405 SB Ramps,33.675108,-117.84515,12,Orange,1149,7.046648148,80.77279705,0.306856141,48.15331403,0,0,0,0,0,0,0.0156,0,0,10899.23916,107
Jamboree Rd & I-5 NB Ramps,33.72126,-117.793623,12,Orange,1149,7.046648148,182.3563436,0,72.33883385,2,0,0,0,0,0,0.0182,1250,1,12573.61097,153
Jamboree Rd & MacArthur Blvd,33.6577632,-117.8626423,12,Orange,35312,10.47197816,52.41600343,0.547200036,28.60560187,2,0,0,1,0,0,0.024,396250,531,8150.237627,103
Harbor Blvd & SR-91 WB Ramp,33.854328,-117.924357,12,Orange,134716,11.81092415,253.6580582,2.597477679,73.55899083,0,0,0,1,0,1,0.0093,63750,60,9419.5745,107
Harbor Blvd & Imperial Hwy,33.9173073,-117.9331167,12,Orange,158620,11.97426669,229.4382374,1.398184327,65.71281244,2,0,0,1,0,1,0.0042,193750,344,3171.604357,36
Beach Blvd & Imperial Hwy,33.9172942,-117.9682326,12,Orange,196551,12.18867722,140.9658964,1.242022226,58.40810377,2,0,0,1,0,1,0.0132,256250,333,7036.554755,73
Beach Blvd & Whittier Blvd,33.9397574,-117.9680312,12,Orange,133332,11.80059754,199.7784805,0,74.06761965,1,0,0,1,0,1,0.02,117500,240,8295.268318,89
Laguna Canyon Rd & El Toro Rd,33.5828047,-117.761372,12,Orange,2435,7.797702446,22.30635954,0.280881017,10.25071743,2,0,0,0,1,1,0.0206,0,40,3348.703735,17
